gender,age,height,weight
여,22,1631,56.9
여,20,1560,49.3
여,30,1663,48.9
여,22,1583,53.8
남,61,1740,84.3
남,62,1754,66.2
남,50,1733,71.4
남,33,1715,75.5
남,43,1710,70
남,33,1690,66.8
남,45,1722,79.7
남,25,1825,91.9
남,26,1735,77.8
남,40,1706,62.9
남,32,1755,75.7
남,28,1787,69.9
남,25,1700,67.2
남,45,1706,63.9
남,19,1817,71.3
남,38,1726,73.3
남,26,1718,68.3
남,35,1830,84.5
남,46,1627,61.3
남,25,1638,60.9
남,57,1619,65
남,27,1786,76.3
남,19,1724,59.4
남,53,1738,78
남,55,1693,78.5
남,45,1780,83.3
남,58,1788,74.1
남,68,1684,51.7
남,28,1770,70.5
남,25,1874,76.5
남,46,1683,64.1
남,57,1696,72.5
남,19,1670,66.1
남,31,1766,81.7
남,42,1750,87
남,48,1794,68
남,27,1710,76.2
남,51,1710,67.3
남,62,1716,75.9
남,45,1747,81.7
남,52,1633,68.5
남,19,1791,67.3
남,19,1666,50.7
남,19,1750,67.7
남,19,1691,59.8
여,62,1572,54.8
여,19,1503,57.1
여,51,1520,53.1
여,65,1555,56
여,53,1540,47.4
여,59,1536,54.4
여,22,1591,50.6
여,21,1627,53.5
여,16,1665,50.1
여,26,1645,54.5
여,23,1644,61.8
여,47,1563,64.6
여,21,1560,44.7
여,24,1640,56.5
여,57,1611,71.4
여,57,1568,48.5
여,19,1645,66.5
여,69,1527,51
여,42,1624,62
여,38,1565,55.8
여,41,1647,51.4
여,44,1700,75.4
여,16,1617,44.9
여,16,1610,44.8
여,31,1663,53.9
여,20,1677,62.5
여,20,1664,52.8
여,20,1675,53.1
여,27,1585,63.2
여,21,1725,49.8
여,38,1572,49.3
여,20,1644,61.2
여,19,1615,47.9
여,20,1582,52.5
여,22,1766,74.9
여,44,1563,49.3
여,25,1596,47.3
여,54,1484,58
여,43,1584,55.4
여,22,1690,57.2
여,57,1554,52.8
여,26,1650,52.1
여,57,1574,61.2
여,53,1551,51.5
여,58,1513,58
여,19,1655,66.2
여,26,1540,40.7
여,22,1580,43.6
여,16,1575,49.2
여,16,1624,52.1
여,50,1525,57
여,16,1648,43.3
여,19,1512,41.8
여,24,1600,45.9
여,47,1592,60
여,23,1659,57.7
여,46,1541,55.7
여,21,1744,52.8
여,21,1587,75.6
여,19,1610,50.9
여,26,1727,53.2
여,56,1561,54
여,20,1585,46.1
여,38,1605,50.1
여,16,1548,49.9
여,25,1680,53.8
여,42,1610,54.3
여,60,1535,59.2
여,32,1550,46.1
여,23,1512,44.5
여,26,1619,61.1
여,25,1681,53.1
여,47,1574,41.8
여,32,1568,50.6
여,21,1675,64.8
여,33,1666,53.8
여,36,1705,61.5
여,47,1520,72.2
여,47,1540,63.8
여,45,1715,60
여,44,1620,52.8
여,57,1531,54.9
여,25,1634,51.4
여,42,1610,46.9
여,16,1656,50.2
여,40,1566,60.3
여,20,1620,74.6
여,19,1661,68.4
여,20,1650,52.9
여,49,1535,53.9
여,46,1568,50.1
여,41,1614,59.2
여,47,1570,54.8
남,39,1777,90
남,66,1541,55.2
남,41,1705,71.5
남,56,1651,62.4
남,43,1555,55.1
남,46,1725,69.1
남,40,1745,72
남,58,1590,58.2
남,22,1630,60.3
남,24,1720,65.9
남,49,1745,78.3
남,18,1820,60.4
남,22,1749,71.2
남,25,1875,69.5
남,23,1839,76.4
남,18,1790,58.7
남,38,1804,77.5
남,24,1844,91
남,59,1638,62.2
여,56,1560,57.9
여,51,1615,59.8
여,52,1664,73.5
여,50,1649,73.6
여,46,1578,45.2
여,57,1520,54.6
여,52,1587,55.8
남,69,1710,78.1
남,35,1760,76.9
남,26,1750,68.6
남,19,1681,59.8
남,55,1745,58.2
남,25,1784,77.6
남,25,1724,66.7
남,24,1770,78.1
남,38,1755,83.3
남,34,1796,72.4
남,19,1788,66.2
남,34,1768,60.9
남,33,1725,68.5
남,28,1793,73.6
남,64,1685,69.2
남,28,1769,71.1
남,24,1800,71.2
남,17,1668,50.1
남,54,1635,69.6
남,17,1744,77.5
남,18,1800,72.8
남,17,1765,55.9
여,39,1536,54.2
남,39,1675,63.3
남,58,1665,68.8
남,27,1820,73.9
남,30,1783,63.6
남,26,1785,73.6
남,20,1738,60.8
남,20,1765,67.1
여,46,1514,45
여,37,1595,73.3
여,57,1595,63.8
여,16,1635,63.5
여,59,1510,54.2
여,23,1624,48.3
여,23,1470,47.4
여,27,1606,46.6
여,61,1575,46.6
여,23,1661,50.4
여,37,1580,46.7
여,54,1651,69.2
여,34,1611,52.2
여,61,1505,53.9
여,55,1735,82.2
여,25,1610,55.7
여,43,1590,47.6
여,19,1560,41.2
여,28,1520,41.6
여,27,1624,46.4
여,36,1612,68.7
여,54,1610,58
여,48,1576,56.3
여,27,1630,57.4
여,57,1571,56.8
여,44,1600,58.7
여,22,1650,62.4
여,28,1570,47
여,56,1550,58.3
여,50,1586,82
여,49,1563,61.6
여,42,1511,61.1
여,24,1584,58.3
여,59,1506,60.9
남,66,1633,53.6
남,53,1605,45.2
남,58,1605,52.9
남,34,1797,69.2
남,48,1684,55.6
남,48,1584,57.3
남,56,1640,73.1
남,38,1704,66.6
남,35,1739,82.1
남,32,1753,90.6
남,23,1758,74.3
남,30,1654,58.7
남,30,1750,65.4
남,32,1714,67.9
남,58,1695,58.8
남,59,1726,75.5
남,19,1685,63.7
여,20,1593,60.5
여,19,1625,74.9
여,36,1474,61.5
여,57,1522,57.8
여,35,1639,51
여,38,1626,50
여,39,1620,48.5
여,40,1540,70.4
여,25,1605,56.2
여,33,1640,53.5
여,24,1575,46.9
여,37,1606,70.4
여,44,1658,53.1
여,29,1694,65.5
여,46,1542,50.5
여,24,1645,58.2
여,35,1527,48.5
여,43,1611,87.1
여,23,1570,59.5
여,20,1670,61
여,24,1650,44.8
여,19,1569,53
여,26,1622,52.5
여,24,1645,58.2
여,37,1625,53
여,21,1635,62.1
여,18,1616,52.3
여,32,1649,48.3
여,32,1633,52
여,19,1610,56.2
여,20,1629,50.1
여,27,1630,54.6
여,56,1620,58.2
여,53,1580,48.3
여,51,1545,46.9
여,19,1581,47.3
여,29,1560,50.9
여,23,1580,48.9
여,21,1654,52.7
여,33,1610,58.8
여,19,1634,53
여,37,1495,46.2
여,36,1672,60.7
여,51,1562,49.2
여,18,1661,52.7
여,49,1525,65.3
여,27,1669,42.4
여,19,1535,54
여,28,1601,53
여,19,1617,50.4
여,26,1590,47.2
여,34,1640,60.4
여,23,1603,52.3
여,18,1589,54
여,25,1703,61.2
여,19,1629,57.6
여,19,1583,52.6
여,29,1550,53.9
여,25,1580,43.4
여,21,1570,61.3
남,23,1843,77.5
남,24,1735,66.7
남,24,1780,75.7
남,34,1803,73
남,47,1653,67.2
남,42,1630,55.9
남,30,1731,68.3
남,26,1715,70.6
남,47,1644,76.5
남,39,1678,53.9
남,27,1714,56.3
남,29,1776,55.3
남,27,1680,66.7
남,21,1788,72.6
남,25,1717,48
남,29,1655,64.9
남,26,1745,63.9
남,30,1739,61.6
남,35,1664,66.2
남,25,1755,72.7
남,50,1810,78.6
남,44,1745,78.3
남,26,1710,78.1
남,31,1843,62.8
남,30,1730,73
남,19,1836,65.2
남,24,1648,74.5
남,35,1703,59.6
남,33,1682,93.7
남,30,1700,66.9
남,25,1711,70.2
남,19,1775,103.5
남,26,1830,107.4
남,33,1770,72.4
남,25,1690,67.2
남,27,1905,80.3
남,26,1732,63.1
남,41,1758,66.7
남,23,1776,81.4
남,30,1821,66.2
남,19,1772,82.5
남,19,1730,79.4
남,19,1735,84.1
남,22,1767,69
남,22,1774,67.2
남,25,1805,75.8
남,24,1736,63
남,56,1750,71.2
남,58,1710,64.5
남,18,1814,64.4
남,18,1775,59.6
남,18,1720,53.8
남,18,1712,72.7
남,18,1682,70.7
남,18,1725,58.1
남,22,1630,66.3
남,18,1799,75
남,18,1777,84.1
남,18,1720,65.2
남,18,1694,60.7
남,32,1720,54.4
남,47,1746,78.8
남,51,1691,73.6
남,19,1715,60
남,19,1684,69.5
남,19,1740,67.9
남,29,1724,87.3
남,19,1757,74.1
남,45,1669,63.4
남,27,1700,67.5
남,27,1708,63.8
남,38,1854,82
남,34,1790,78
남,38,1808,76.6
남,40,1790,95.2
여,23,1669,54.1
남,52,1636,71
남,33,1777,79.2
남,52,1721,66
여,21,1620,50.6
여,22,1626,54.1
여,19,1650,46.9
여,33,1622,51.2
여,24,1541,40.5
여,33,1562,54.3
여,19,1567,48.8
여,19,1556,46.7
여,27,1594,49.8
여,40,1640,60.6
여,27,1557,50.1
여,26,1610,59.2
여,40,1648,55.3
여,25,1630,64.6
여,28,1628,58.4
여,37,1653,63.1
여,27,1609,60.4
여,25,1602,61.8
여,41,1613,49.6
여,27,1630,55.6
여,26,1603,49.5
여,28,1598,50.2
여,39,1640,64.6
여,25,1600,55.6
여,29,1660,49.4
여,25,1670,82
여,25,1617,50.8
여,28,1520,47
여,26,1614,64
여,28,1669,59.5
여,25,1545,50
여,18,1627,55.7
여,19,1595,46.7
여,23,1615,59.1
여,25,1562,44.8
여,31,1564,46.7
여,19,1540,52.6
여,19,1600,58.9
여,23,1584,58
여,25,1571,48.5
여,26,1590,56.5
여,32,1720,62.5
여,29,1501,40
여,27,1651,49.3
남,27,1845,81
남,18,1680,51.3
남,40,1732,65.4
남,33,1770,71.9
남,31,1814,70.7
남,19,1770,61.5
남,26,1695,70.5
남,59,1709,69.1
남,27,1735,79
남,24,1820,83
남,28,1827,68
남,25,1702,71.2
남,31,1627,63.9
남,25,1733,69.2
남,19,1760,82.1
남,27,1745,65.7
남,27,1721,65.4
남,24,1724,73.5
남,24,1731,64.4
남,44,1639,67.7
남,22,1764,70
남,21,1794,61.1
남,25,1740,65.2
남,22,1760,80.5
남,26,1788,95.7
남,28,1681,62.4
남,23,1720,61
남,32,1699,66
여,23,1655,52.7
여,26,1650,70.5
여,22,1555,51.5
여,19,1635,58.2
여,26,1519,51.2
여,29,1606,42.9
여,31,1620,64
여,31,1566,53.8
여,59,1568,63.2
여,21,1620,64
여,29,1644,51.2
여,58,1520,57.1
여,52,1620,51.7
여,35,1657,54.7
여,50,1582,61.5
여,42,1601,52.9
여,25,1620,43.8
여,28,1632,48.8
여,26,1562,50.2
여,34,1590,60
여,35,1562,46.7
여,27,1636,64.2
여,23,1608,50.3
여,30,1576,53
여,39,1605,59.3
여,25,1554,49.3
여,30,1655,51.7
여,30,1675,50.2
여,27,1615,53.7
여,20,1599,49.8
여,32,1526,50.6
여,25,1604,53.7
여,26,1653,66.2
여,27,1630,61.7
여,32,1619,62.8
여,38,1598,63.8
여,28,1656,91.4
여,25,1629,54
여,38,1650,55.9
여,41,1598,62.3
여,34,1675,54.4
여,45,1600,67.5
여,45,1590,67
여,26,1610,57.6
여,26,1559,49.7
여,34,1616,45.2
여,26,1603,86.4
여,26,1546,45
여,25,1559,42.7
여,27,1611,43.7
여,32,1550,42.2
여,32,1603,47.7
여,19,1588,46.9
남,27,1713,83.6
남,32,1710,63.5
남,33,1786,74.7
남,36,1756,65.6
남,26,1741,77.2
남,39,1737,62.6
남,34,1690,54.4
남,33,1737,90.8
남,39,1805,87.3
남,38,1674,76.4
남,29,1760,70.9
남,26,1732,76.1
남,24,1684,45.1
남,24,1715,70.6
남,30,1729,65.1
남,26,1720,69.8
남,50,1631,73.8
남,52,1671,72.2
남,26,1785,81.1
남,47,1657,63.2
남,30,1774,63.7
남,26,1743,63
남,46,1618,65.3
남,51,1621,70.1
남,31,1825,75.4
남,35,1660,62.6
남,29,1670,67.8
남,31,1683,78.9
남,31,1715,62.7
남,33,1751,81.1
남,40,1786,57.6
남,22,1788,70.3
남,22,1695,58
남,34,1691,53.4
남,30,1695,63
남,29,1735,60.3
남,28,1845,71.8
남,31,1764,67.4
여,18,1669,55
여,18,1597,45.1
여,18,1557,55.1
여,18,1647,48.2
여,18,1593,57.6
여,18,1566,58.2
여,18,1565,46.3
여,18,1670,51.8
여,18,1683,66.9
여,18,1644,56.7
여,18,1595,58.8
여,18,1531,55.2
여,18,1482,40.8
여,18,1700,44.4
여,18,1482,45.5
여,18,1634,58.5
여,18,1626,82.1
여,18,1594,52.1
여,16,1611,48.4
여,16,1632,62.9
여,16,1574,52.2
여,16,1550,46.6
여,16,1576,53.2
여,17,1560,53.7
여,16,1592,54.3
여,16,1686,66.4
여,18,1465,61.4
남,18,1649,69
여,17,1560,53.6
여,16,1561,48.2
여,16,1650,54.7
여,16,1594,58.8
여,16,1525,50
여,17,1606,60
여,16,1670,58.4
남,18,1790,55.5
남,18,1784,74.4
남,18,1675,66.1
남,18,1760,78
남,18,1713,70.7
남,18,1670,51.6
남,18,1724,64.9
남,18,1734,95.4
남,18,1675,73.5
남,18,1749,90.7
남,18,1724,58
남,18,1795,77.1
남,18,1661,54.7
남,18,1655,69.8
남,16,1626,50
남,16,1905,70.9
남,16,1777,53.6
남,16,1739,62.8
남,16,1790,55.8
남,16,1641,50.2
남,17,1809,63.8
남,17,1738,47.9
남,17,1693,47.3
남,18,1686,46.7
남,17,1759,69.3
남,17,1664,50.4
남,17,1716,55.9
남,17,1690,65.4
여,18,1592,60.7
여,18,1585,75.1
여,18,1562,45
여,18,1566,51.8
여,18,1659,66.8
여,18,1625,61.6
여,19,1564,60.8
여,18,1536,59.1
여,18,1491,58.9
여,18,1631,52.6
여,18,1535,52.7
여,18,1580,44.8
여,18,1586,49.5
여,18,1549,64.3
여,18,1599,61.8
여,18,1478,41.7
여,18,1604,67.8
여,18,1630,52.6
여,18,1616,45.3
여,16,1590,52
여,16,1546,43.4
여,16,1596,50.4
여,16,1645,50.9
여,16,1574,41.1
여,16,1601,61.9
여,16,1647,66.5
남,17,1650,45.6
남,17,1720,72
남,17,1757,57.3
남,18,1580,42.9
남,18,1728,56.1
남,18,1660,52.7
남,18,1735,58.7
남,18,1736,62.5
남,17,1729,53.1
남,18,1711,57.4
남,18,1672,62.1
남,18,1695,68.4
남,18,1752,86.2
남,17,1740,68.5
남,17,1716,49.2
남,17,1689,63.1
남,17,1697,52.9
남,17,1690,50
남,17,1732,55.3
남,17,1775,101.7
남,18,1715,48.9
남,18,1800,75.1
남,18,1807,125.3
남,18,1794,75.1
남,18,1794,97.4
남,18,1715,59.7
남,19,1814,57.6
여,19,1580,51.6
남,18,1707,56.9
남,18,1735,63.4
남,18,1907,88.7
남,18,1703,59
남,18,1685,48.8
여,19,1620,63.5
여,19,1570,48.1
여,21,1609,57.2
여,20,1560,40.6
여,19,1568,45.3
여,19,1634,51.8
여,20,1564,57.2
여,19,1716,50.3
여,19,1561,47.3
여,20,1656,61
여,19,1520,49.4
여,22,1650,61.5
여,20,1584,46.9
여,20,1514,55.6
여,20,1558,42.1
여,22,1595,51.4
여,29,1527,55.3
여,21,1521,49.6
여,19,1526,48.2
여,20,1653,57.7
여,22,1535,42.5
여,19,1581,59.7
여,19,1724,53.2
여,29,1645,56.5
여,20,1584,39
여,20,1620,47.3
남,47,1650,68.4
남,23,1765,62.6
남,20,1740,60.8
남,19,1784,68.2
남,23,1825,74.1
남,22,1702,63.5
남,19,1674,102.7
남,27,1754,76.6
남,20,1755,80.1
남,19,1860,101.8
남,20,1777,79.1
남,20,1776,84.8
남,19,1728,57.7
남,19,1795,85.5
남,23,1702,54.5
남,19,1816,68.8
남,19,1686,58.5
남,19,1720,64.7
남,20,1655,55.6
남,23,1732,65.2
남,24,1780,85.3
남,24,1855,77.4
남,22,1718,61.8
남,22,1753,69
남,22,1690,61.7
남,23,1764,79.4
남,22,1715,64.6
남,22,1688,70.8
남,19,1740,57.2
남,23,1790,57.5
남,23,1755,92
남,23,1830,78.5
남,23,1738,68.7
남,22,1660,62.9
남,22,1710,65.5
남,22,1805,78.7
남,23,1710,76.7
남,23,1678,73.6
남,22,1785,71.9
남,23,1820,68.1
남,23,1724,54.2
남,23,1722,71.6
남,23,1770,89.4
남,23,1875,77.8
남,23,1683,58.2
남,23,1780,70.5
남,23,1691,63.9
남,22,1695,56.9
남,23,1624,55.5
남,20,1743,61
남,19,1757,56.7
남,19,1732,67.2
남,20,1740,65.9
남,19,1758,73.6
남,24,1764,68.8
남,22,1669,72
남,22,1717,75.1
남,18,1670,67.8
남,19,1750,66.4
남,24,1784,78
남,19,1691,71.8
남,29,1795,80
남,24,1804,78.7
남,19,1682,67
남,27,1810,73.8
남,27,1760,75
남,29,1725,85.7
남,25,1744,79
남,19,1650,53.3
남,19,1735,76.4
남,22,1640,55.1
남,19,1718,63.1
남,24,1765,67.4
남,23,1686,54.1
남,19,1744,68.9
남,22,1685,61.9
남,22,1745,57.2
남,22,1784,69.9
남,19,1695,58.6
남,22,1754,64.4
남,24,1770,76.7
남,20,1658,53.3
남,19,1725,63.1
여,19,1583,51.2
여,20,1651,56.4
여,19,1636,53.6
여,19,1525,52
여,19,1661,60.6
여,19,1687,76.6
여,20,1493,49.7
여,20,1618,65.3
여,20,1644,45.8
여,19,1617,59.1
여,19,1628,55.6
여,22,1594,54.1
여,37,1559,61.7
여,40,1568,60.2
여,19,1585,46
여,19,1609,55.9
여,21,1615,63.5
여,19,1616,66.7
여,19,1590,54.3
여,19,1589,50.4
여,19,1614,53
여,22,1523,46.1
여,23,1571,50.4
여,19,1627,49.5
여,21,1625,45.8
여,20,1627,56
여,20,1664,61.4
여,20,1684,59.6
여,19,1615,51.5
여,19,1655,53.7
여,20,1671,55.5
여,19,1540,62.5
여,20,1668,56.9
여,20,1613,49.1
남,19,1769,87.6
남,19,1739,53.1
여,20,1649,52.5
여,19,1563,55.9
여,19,1684,61.4
여,20,1640,47.6
여,20,1518,67.3
여,19,1594,47.8
여,19,1623,58.2
여,19,1545,63.7
여,19,1564,49.2
여,19,1618,65.5
여,34,1582,54.1
여,22,1596,61.1
여,23,1603,52.2
여,25,1648,51.9
여,21,1610,50.2
여,34,1601,56.8
여,19,1667,69.6
여,21,1614,48.7
여,21,1641,54.5
여,36,1676,61.8
여,36,1649,54.2
여,31,1638,60
여,36,1646,55.4
여,34,1719,77.3
여,37,1656,59.6
여,20,1606,48.1
여,20,1580,49.7
여,19,1571,55
여,33,1619,49.3
여,34,1585,45.1
여,32,1634,48.2
여,19,1654,54.5
여,19,1645,55.4
여,33,1631,51.6
여,20,1618,56.4
여,20,1591,55.8
여,36,1675,59.9
여,34,1610,50.9
여,35,1685,68.1
여,19,1660,70.2
여,36,1532,52.7
여,36,1710,75.1
여,20,1654,56.6
여,20,1613,62.7
여,20,1612,51.9
여,20,1629,48.3
여,34,1684,59.8
여,35,1550,44.4
여,31,1639,49.1
여,35,1670,56.6
여,36,1634,68
여,36,1626,57.9
여,35,1513,50.8
여,39,1613,46.6
여,24,1667,55.3
여,34,1559,49.2
여,35,1569,50
여,31,1541,51.7
여,35,1686,54.4
여,35,1661,54.9
여,34,1710,56.6
여,36,1695,71.4
여,31,1573,55
여,19,1625,54.6
여,34,1652,51.1
여,20,1678,53.9
여,19,1610,50.8
여,32,1524,58.9
여,35,1635,51
여,20,1617,55.3
여,20,1666,54.6
여,29,1632,56.6
여,19,1740,57.7
여,19,1624,47.4
남,57,1643,70.5
남,37,1664,51.2
남,29,1730,64
남,29,1798,93.4
남,19,1803,60.7
남,19,1777,63.2
남,19,1774,61.8
남,19,1712,65.4
남,19,1746,65.8
남,19,1730,67.2
남,57,1734,68.1
남,36,1647,74.8
남,19,1790,68
남,39,1715,67.8
남,45,1642,65.6
남,25,1773,75.3
남,25,1670,67
남,19,1835,88.4
남,32,1764,74.9
남,33,1685,61.3
남,29,1734,78.8
남,19,1715,63.5
남,47,1668,73.9
남,33,1835,101.1
여,34,1600,55.6
여,33,1613,56.2
여,33,1560,58.4
여,33,1660,52.7
여,34,1549,53.5
여,34,1740,50.6
여,35,1654,96
여,33,1665,81.8
여,35,1625,104.8
여,36,1662,61.9
여,35,1630,58.2
여,25,1589,51.9
여,32,1603,44.8
여,32,1600,58.6
여,37,1633,64.8
여,37,1599,73.1
여,39,1682,106.9
여,35,1570,49.3
여,19,1577,52.9
여,19,1638,59.5
여,32,1595,52.6
여,19,1610,62.5
여,20,1525,47
여,19,1636,56.7
여,35,1479,53.3
여,19,1594,58.3
여,19,1615,62.9
여,31,1720,58.6
여,31,1547,60
여,38,1600,52.9
여,36,1593,49.4
여,36,1610,52.6
여,34,1614,54.9
여,38,1468,53.5
여,39,1740,70.7
여,36,1663,52.2
여,35,1655,55.8
여,23,1679,63
여,32,1610,47.4
여,19,1660,65.9
여,35,1630,67.3
여,33,1570,55.5
여,36,1625,60.6
여,33,1605,58
여,35,1694,58.2
여,19,1681,90.8
여,19,1591,56.3
여,19,1566,50.6
여,19,1619,54.6
여,23,1514,48
여,20,1640,49.5
여,19,1624,51.8
여,19,1618,57.8
여,20,1528,47.8
여,20,1610,53.5
여,20,1647,52
여,20,1625,65.7
여,22,1636,54.1
여,19,1611,69.2
여,36,1705,72.6
여,35,1690,62.9
여,19,1630,47.9
여,19,1680,56.8
여,23,1630,50.3
여,21,1645,53.8
여,20,1591,59.4
여,19,1557,53.3
여,22,1668,56.4
여,44,1660,63.5
여,28,1644,48.8
여,27,1684,63.6
여,28,1598,48.4
여,29,1639,56.2
여,37,1610,54.1
여,24,1561,47
여,36,1590,59.2
여,39,1555,54
여,30,1560,51.5
여,33,1647,67.9
여,33,1626,69
여,34,1542,39.9
여,38,1633,75.2
여,37,1615,51.6
여,36,1625,48.1
여,38,1625,44.9
여,39,1577,57
여,33,1598,47.2
여,33,1604,48.2
남,55,1715,67.3
남,28,1764,75.2
남,57,1714,70.9
남,60,1703,58.4
남,34,1770,108.6
남,34,1670,55.7
남,60,1638,68.5
남,30,1660,65.7
남,32,1745,59.8
남,47,1691,70.3
남,30,1791,76.9
남,30,1680,73.4
남,42,1750,80
남,29,1760,70.4
남,17,1730,51.9
남,30,1780,82.1
남,34,1640,72.3
남,55,1620,66.7
남,35,1683,76.9
남,28,1768,65.2
남,55,1616,67.8
남,29,1765,71.6
남,27,1767,70
남,42,1797,82.7
남,40,1725,73
남,53,1727,74.3
남,38,1705,77.7
남,55,1693,71.8
남,49,1660,72.7
남,54,1676,82.1
남,36,1751,91.1
남,51,1750,90.6
남,30,1675,64.8
남,23,1860,79.3
남,26,1745,62.1
남,32,1745,64.3
남,29,1713,59
남,32,1783,84.9
남,62,1604,69.2
남,50,1759,72.6
남,45,1735,76.7
남,34,1738,62.3
남,50,1748,67.4
남,52,1675,78.7
남,43,1675,69.2
남,43,1730,70.9
남,47,1744,77.2
남,47,1770,78.8
남,47,1734,60
남,27,1774,64.5
남,55,1710,81.4
남,62,1654,54.6
남,46,1685,70.5
남,55,1718,81.1
남,48,1680,75.2
남,58,1737,71.8
남,47,1742,79
남,28,1687,68.4
남,38,1848,98.3
남,49,1666,82.7
남,35,1760,67.8
남,57,1820,79.8
남,56,1770,94.6
남,54,1729,80.7
여,39,1695,51.6
여,39,1563,70
여,34,1570,52
여,25,1604,49.7
여,20,1550,44
여,38,1578,59.4
여,29,1670,54.3
여,20,1524,46.8
여,24,1540,46.5
여,34,1585,57.5
여,37,1619,61
여,29,1567,54.7
여,39,1650,74.8
여,27,1706,59.5
여,29,1550,50.8
여,31,1569,52
여,32,1614,50.9
여,35,1630,67
여,38,1705,72.9
여,35,1522,50.9
여,26,1570,51.3
여,26,1596,45
여,35,1656,67.5
여,32,1525,54.5
여,35,1632,54.1
여,34,1560,47.3
여,38,1660,46.6
여,32,1545,43.6
여,30,1530,36.8
여,18,1584,53
여,36,1610,51.3
여,31,1740,60
여,28,1672,55.2
여,37,1611,62
여,35,1635,62.1
여,33,1615,50.8
여,36,1554,49
여,23,1667,53.9
여,28,1669,62.3
여,38,1598,78.4
여,36,1600,49.7
여,36,1700,58
여,34,1555,57.3
여,21,1595,54.6
여,19,1630,58.3
여,35,1599,53.8
남,34,1684,73.4
여,34,1656,61.3
여,32,1519,45.6
여,35,1660,61.1
여,36,1645,62.9
여,19,1560,52.9
여,19,1575,47.1
여,35,1618,70.4
여,34,1610,56.8
여,35,1582,57.1
여,34,1543,53.8
여,34,1620,54.7
여,32,1549,41.4
여,37,1625,59.8
여,31,1640,76
여,36,1614,57.7
여,19,1640,55.6
여,37,1626,66.3
여,37,1574,48.7
남,29,1780,65
남,34,1730,70.5
남,37,1711,66.8
여,38,1628,72.1
여,30,1642,68.7
여,19,1553,48.4
여,20,1610,49.3
여,19,1691,66.1
남,32,1785,65.5
남,39,1783,67.3
남,37,1715,81.1
여,32,1597,56.6
남,16,1700,61.7
남,16,1700,52.7
남,16,1658,57
남,16,1773,65.4
남,16,1774,69.4
남,16,1705,62.7
남,16,1795,59.4
남,16,1820,74.7
남,16,1800,67.9
남,16,1645,70.1
남,16,1715,67.5
남,16,1714,64.8
남,19,1739,55.7
남,18,1825,63.1
남,18,1787,59.4
남,18,1844,73.6
남,18,1790,65.2
남,18,1750,55
남,18,1646,55.9
남,18,1709,70.3
남,18,1739,54.9
남,18,1800,74.1
남,18,1785,91.4
남,18,1776,68.6
남,33,1715,79.6
남,16,1721,58.5
남,16,1654,59.1
남,16,1703,51.1
남,16,1741,64.8
남,16,1655,56.9
남,16,1733,65.4
여,17,1597,50.5
남,35,1705,69.6
남,58,1653,68.5
남,33,1710,72.7
남,54,1649,65.8
남,41,1780,80
남,17,1703,72.4
남,16,1740,54.7
남,16,1696,51.4
남,16,1765,56.4
남,16,1769,70.4
남,16,1715,74.5
남,17,1660,71.1
남,17,1725,87.5
남,17,1730,65.2
남,17,1705,58.1
남,17,1668,57.3
남,17,1752,71.6
남,17,1724,58.9
남,17,1770,73.2
남,17,1783,65.5
남,17,1611,72.5
남,17,1794,76.6
남,17,1652,52.5
남,17,1789,59
여,17,1614,46.7
여,17,1585,49.2
여,17,1593,60.3
여,17,1627,49.7
여,17,1498,47.8
여,17,1509,51.1
여,17,1554,56.4
여,18,1593,50
여,17,1662,65.8
여,17,1634,55.8
여,17,1615,51
여,17,1571,58.4
여,18,1610,55.9
여,18,1612,54
여,17,1538,56.2
여,18,1581,52.1
여,18,1650,49.5
여,17,1580,58
여,20,1538,53
여,17,1540,45.4
여,17,1573,49.9
여,17,1613,50.2
여,17,1625,49.7
여,17,1600,54.2
여,17,1516,52.3
여,17,1586,48.3
여,18,1640,61.9
여,17,1578,49
여,17,1587,46
여,16,1601,48.5
여,16,1663,52.4
여,17,1600,52.9
여,16,1604,54.9
여,16,1549,44.3
여,16,1640,48
여,16,1621,53.4
여,16,1580,53.1
여,16,1505,49.4
여,16,1611,62.4
여,16,1620,58.2
여,16,1554,53.4
여,16,1570,56.6
여,16,1614,64.3
여,16,1634,63.6
여,16,1581,49.6
여,17,1568,50.9
여,17,1600,74.5
여,17,1638,51.1
여,17,1760,67.1
여,17,1507,43.5
여,17,1570,50.2
여,17,1650,83.1
여,18,1678,53.4
여,17,1598,61.9
여,18,1620,59.4
여,18,1602,45.7
여,18,1649,73.2
여,18,1554,79
여,18,1630,83.1
여,18,1572,50.7
여,18,1584,54.8
여,18,1734,64
여,18,1661,61
여,18,1642,64.8
여,18,1481,50.6
여,19,1617,59
여,17,1649,52.7
여,17,1588,60.3
여,18,1621,54
여,17,1685,57.2
여,17,1635,46.2
여,16,1572,48.1
여,16,1626,47.7
여,17,1580,46.8
여,16,1690,53.5
여,16,1636,50.4
여,16,1555,45.7
여,16,1550,47.8
여,16,1610,51.3
여,16,1704,50.7
여,16,1689,67.9
여,19,1570,54
여,18,1614,67.4
여,18,1570,57.5
여,18,1540,40.6
여,18,1560,55.8
여,18,1690,74.7
남,17,1736,58.7
남,17,1711,68.6
남,17,1835,58.6
남,18,1618,45.2
남,18,1776,68.4
남,18,1700,63.6
남,17,1668,51.8
남,17,1720,50.9
남,18,1675,65.7
남,17,1683,60.5
남,17,1845,86
