gender,age,height,weight
남,18,1719,59.3
남,18,1668,57.2
남,17,1690,55.3
남,17,1834,77.6
남,18,1716,54.6
남,18,1777,60.4
남,17,1702,65.9
남,17,1840,73.2
남,17,1710,55.4
남,17,1650,75.5
남,17,1774,69.7
남,17,1675,60.7
남,18,1681,64.9
남,17,1663,57
남,18,1695,66.5
남,18,1680,54.8
남,17,1802,73.1
남,17,1706,61.6
남,17,1680,63.3
남,17,1724,83.8
남,17,1714,64.6
남,18,1758,62.3
남,17,1710,69.2
남,17,1747,60.8
남,16,1788,63.3
남,16,1733,60.7
남,16,1806,63.7
남,16,1760,61
남,16,1620,71.1
남,16,1751,63.9
남,16,1637,73.5
남,16,1655,60
남,16,1711,56.8
남,16,1753,56.6
남,16,1653,59.3
남,16,1700,62.6
남,16,1677,50.4
남,16,1746,65
남,17,1709,68.4
남,17,1795,53.6
남,16,1701,60.4
남,16,1813,88.6
남,16,1680,72.3
여,16,1615,53.6
여,17,1587,59.3
여,17,1670,60.1
여,16,1639,56.8
여,17,1577,49.5
여,16,1568,48.3
여,16,1571,65
여,16,1620,55.9
여,17,1580,49.9
여,16,1581,48.5
여,16,1569,49.7
여,16,1635,69.7
여,16,1647,56.1
여,16,1606,52.4
여,17,1563,46.3
여,16,1489,40.5
여,16,1594,52.8
여,16,1629,49.2
여,16,1518,40.2
여,16,1590,49.8
여,16,1538,63.5
여,16,1602,45
여,16,1624,52.8
여,16,1582,52.4
여,16,1618,51.8
여,16,1592,57.7
남,16,1845,82.9
남,17,1680,56.4
남,16,1735,68.4
남,16,1768,61.3
남,16,1799,60.2
남,17,1680,69.8
남,16,1851,61.4
남,16,1674,61.8
남,16,1655,54.8
여,17,1545,47.5
여,17,1659,62.3
여,17,1634,56.9
여,17,1588,59.3
여,17,1601,55.2
여,17,1649,47.9
여,18,1560,61.2
여,17,1665,56.5
여,18,1568,53.2
여,17,1611,49.6
여,17,1589,57.1
여,17,1620,86
여,16,1605,45
여,16,1638,50.8
여,16,1600,55.1
여,16,1578,52.1
여,16,1606,48.8
여,16,1630,47.8
여,16,1687,64.9
여,16,1654,51.6
여,33,1595,62
여,16,1545,47.1
여,29,1670,55.8
여,35,1631,69
여,32,1644,43.7
여,34,1674,55.5
여,32,1570,57.5
여,19,1598,49
여,38,1557,51.8
여,19,1630,65.3
여,19,1560,55.5
여,27,1595,59.5
여,33,1580,70.4
여,29,1562,56.6
남,29,1715,76.1
남,35,1745,66.5
남,25,1720,59.5
여,19,1662,57.9
남,21,1695,67.9
남,20,1765,74.2
남,21,1734,66
남,22,1785,70.5
남,20,1757,69.1
남,20,1700,60.2
남,28,1753,63.8
남,32,1755,84
남,22,1717,80.7
남,21,1730,63.7
남,21,1720,53.7
남,20,1789,64.4
남,23,1827,81
남,20,1640,61.2
남,22,1732,62.5
남,21,1824,65.8
남,21,1730,64.7
남,20,1745,60.9
남,20,1700,54.9
남,20,1776,65.6
남,21,1746,60.3
남,28,1760,80.6
남,28,1623,57.3
남,20,1661,57.1
남,20,1715,68.8
남,28,1676,63.8
남,20,1858,76.6
남,21,1729,64.9
남,41,1718,88.2
남,23,1755,65.6
남,22,1746,66.6
남,35,1742,75.3
남,21,1776,69
남,25,1805,89.1
남,23,1789,76
남,22,1711,72.8
남,21,1758,72.5
남,41,1740,60.3
남,41,1773,85.1
남,36,1684,75.9
남,39,1723,79.2
남,38,1754,87.3
남,28,1735,78.7
남,52,1740,87.7
남,25,1710,69
남,34,1679,65.1
남,53,1750,66.5
남,39,1755,89.2
남,33,1715,85.6
남,30,1700,67.6
남,33,1785,79.5
남,30,1745,93.7
남,39,1769,63.9
남,25,1800,79.8
남,35,1766,74.1
남,30,1795,67.7
남,28,1798,85.9
남,36,1785,68.2
남,28,1700,73.7
남,21,1720,67.4
남,35,1750,76.6
남,28,1704,65.4
남,25,1660,56.3
남,35,1770,84.6
남,35,1771,80.1
남,29,1734,85.2
남,39,1677,65.7
남,26,1764,102.9
남,48,1709,66.7
남,32,1749,82.5
남,30,1685,68
남,32,1650,70.3
남,37,1795,91.9
남,30,1880,100.3
남,31,1625,67.2
남,35,1653,74.9
남,34,1680,79.1
남,20,1665,66.3
남,20,1732,71.5
남,25,1718,61.7
남,22,1746,66.3
남,20,1806,86
남,20,1716,75.8
남,20,1714,64.4
남,20,1792,80.3
남,20,1834,78.5
남,20,1751,65.4
남,20,1680,78.9
남,19,1807,76.2
남,20,1779,54.2
남,20,1788,60.3
남,20,1736,69.5
남,20,1740,60.4
남,20,1735,56.2
남,20,1741,49.3
남,20,1740,68.7
남,19,1746,58.4
남,19,1708,57
남,20,1720,65.1
남,31,1820,90.2
남,24,1690,77.6
남,24,1760,79.6
남,20,1711,80.8
남,20,1695,60.9
남,20,1730,59.5
남,19,1750,79.6
남,20,1726,69.1
남,20,1695,50.2
남,20,1810,68.5
남,20,1734,63.8
남,20,1720,82.1
남,20,1706,59.2
남,20,1739,67.2
남,19,1705,62.7
남,20,1716,85.7
남,20,1758,71.3
남,20,1674,64.1
남,19,1711,53
남,19,1671,58.2
남,20,1759,71.4
남,20,1718,65.8
남,20,1825,93.7
남,20,1663,63.6
남,20,1751,75.3
남,20,1743,73.2
남,20,1650,89.7
남,20,1765,67.1
남,20,1634,67.7
남,19,1746,89.6
남,20,1720,47.2
남,19,1800,68.8
남,23,1865,81.6
남,21,1725,72.6
남,22,1848,100.7
남,21,1701,58.2
남,21,1828,78.6
남,20,1718,74.2
남,19,1720,67.2
남,19,1745,67.3
남,20,1707,51.3
남,20,1750,91.9
남,19,1779,66.5
남,20,1697,57.8
남,20,1788,66.8
남,20,1790,79
남,20,1683,78.7
남,19,1818,90
남,20,1862,90.8
남,20,1706,62.6
남,20,1689,98.2
남,20,1693,67.7
남,20,1661,71.6
남,20,1766,61.4
남,20,1682,69.2
남,20,1709,61.4
남,20,1700,70.2
남,20,1851,73.1
남,20,1680,62.2
남,20,1739,75.3
남,20,1591,74.3
남,20,1765,70.5
남,19,1610,81.8
남,20,1764,85.2
남,20,1739,101.3
남,20,1787,95.5
남,20,1690,59.7
남,20,1805,61.5
남,20,1861,84
남,20,1777,76.8
남,20,1685,71.5
남,20,1665,50.5
남,35,1722,88.5
남,53,1733,88.8
남,47,1719,81.1
남,30,1710,69.2
남,42,1707,74.2
남,37,1784,73.8
남,43,1636,60.4
남,34,1698,71
남,44,1671,74
남,35,1776,64.3
남,32,1734,90.2
남,35,1751,65.1
남,40,1709,63.1
남,30,1706,66.7
남,35,1705,80.4
남,20,1686,61.8
남,20,1774,72.6
남,20,1777,63.3
남,21,1710,61.6
남,26,1640,55.1
남,20,1758,65.6
남,25,1671,59
남,32,1757,86.9
남,40,1667,82.8
남,43,1735,90.2
남,41,1688,73.3
남,24,1796,88.7
남,32,1798,79.7
남,21,1786,64.9
남,20,1767,69.1
남,51,1706,78.5
남,37,1671,61.1
남,42,1734,74.2
남,32,1797,94.2
남,33,1663,75.7
남,39,1645,80.2
남,38,1756,78
남,20,1743,81.9
남,25,1778,75.4
남,25,1772,82.5
남,47,1751,76.8
남,36,1640,62.1
남,32,1748,76.8
남,23,1760,77.6
남,49,1780,87.6
남,25,1660,55.5
남,51,1664,69.1
남,34,1702,85.2
남,34,1732,75.3
남,28,1695,69.2
남,28,1654,53.6
남,32,1730,60.2
남,21,1784,69.6
남,21,1654,83.5
남,20,1675,59.5
남,20,1784,105.8
남,19,1730,70.4
남,29,1690,85.9
남,28,1804,76.1
남,20,1740,84.3
남,31,1738,91.3
남,35,1686,71.8
남,36,1718,71.6
남,50,1819,84.9
남,22,1720,59.8
남,32,1742,82.3
남,26,1769,83.5
남,27,1778,69
남,26,1773,72.1
남,22,1780,75.1
남,19,1711,62.2
남,23,1767,73.1
남,20,1817,97.9
남,40,1705,84
남,41,1686,80
남,34,1860,86.8
남,28,1645,70.7
남,31,1805,93
남,34,1750,79.5
남,32,1676,74.7
남,27,1765,86.7
남,39,1739,95.6
남,40,1700,60.6
남,36,1836,87.7
남,20,1707,78
남,22,1720,65.3
남,19,1720,60.5
남,19,1703,77.8
남,25,1731,93
남,35,1815,50.6
남,53,1652,67.8
남,33,1734,83.6
남,31,1827,89.5
남,31,1737,75.1
남,26,1777,79.7
남,23,1784,88.8
남,49,1673,76.9
남,49,1702,67.7
남,27,1833,85.2
남,27,1742,60.7
남,28,1688,66.5
남,41,1725,86.4
남,33,1717,66.5
남,22,1616,75.8
남,29,1750,71.2
남,21,1733,71.7
남,37,1708,81.2
남,21,1835,73.7
남,21,1649,61
남,20,1732,66.3
남,36,1781,79.3
남,49,1700,83.7
남,40,1740,75.6
남,26,1750,77.4
남,37,1608,73.4
남,25,1715,83.6
남,37,1700,74.6
남,21,1778,84.9
남,22,1852,91.4
남,19,1711,65
남,20,1686,68.9
남,36,1660,73.7
남,39,1732,81.2
남,21,1781,80.8
남,21,1780,83.1
남,20,1739,79.7
남,22,1656,53.6
남,39,1740,84.2
남,33,1681,88
남,42,1697,72.1
남,26,1609,56.9
남,27,1606,65.8
남,28,1681,75
남,49,1640,68.5
남,35,1675,68.6
남,29,1770,86.2
남,33,1696,87
남,34,1680,81.4
남,23,1774,72.8
남,23,1724,74.8
남,21,1644,70
남,21,1887,98.3
남,21,1667,67.5
남,20,1829,76.2
남,21,1755,67.5
남,20,1840,67.5
남,20,1734,68.7
남,22,1812,106.9
남,22,1708,56.7
남,21,1645,58.3
남,52,1660,68.1
남,22,1785,75.8
남,32,1721,85.6
남,25,1744,64.4
남,23,1720,65.2
남,29,1810,83.4
남,30,1643,77.4
남,20,1725,65
남,20,1730,68.9
남,20,1743,66.2
남,20,1769,68.5
남,20,1621,55.3
남,21,1620,54.1
남,22,1667,55.5
남,44,1714,100.9
남,42,1874,82.9
남,29,1606,69.6
남,25,1784,76.2
남,24,1844,78.2
남,26,1685,71.3
남,22,1755,97
남,21,1745,57
남,25,1800,93.7
남,40,1638,61.2
남,30,1795,88.7
남,26,1813,77.1
남,34,1792,86.3
남,25,1704,65.1
남,36,1709,69.7
남,25,1701,72.3
남,41,1673,65.7
남,39,1720,59.9
남,39,1729,85.5
남,20,1750,85
남,20,1703,86.2
남,20,1601,59.9
남,42,1753,83.8
남,26,1775,107.7
남,25,1745,69.2
남,25,1762,82.2
남,28,1805,105
남,37,1662,68.5
남,34,1760,74.8
남,31,1770,69.1
남,38,1741,92.3
남,28,1784,76.1
남,28,1675,74
남,32,1785,61.4
남,42,1668,68.4
남,30,1655,88.7
남,45,1700,82.1
남,40,1709,54.3
남,25,1770,73.3
남,36,1717,93.7
남,27,1696,76.2
남,30,1824,81.9
남,33,1794,88.6
남,37,1666,56.8
남,26,1695,63.4
남,26,1663,68.3
남,25,1720,76.5
남,26,1770,62.7
남,37,1744,83.6
남,36,1675,75.6
남,30,1713,75.8
남,30,1815,79
남,37,1756,85.6
남,32,1805,92.2
남,38,1753,97.5
남,43,1660,56.2
남,32,1725,68.7
남,26,1759,89.2
남,36,1765,69.3
남,36,1720,73.9
남,27,1796,87.1
남,20,1733,70.1
남,26,1780,68.4
남,37,1748,100.3
남,34,1816,77.5
남,39,1728,68.3
남,44,1708,73.7
남,30,1705,94.6
남,20,1759,85.1
남,34,1670,75.4
남,37,1685,67.8
남,28,1686,72.6
남,26,1624,85.3
남,42,1675,70.1
남,33,1760,84.3
남,34,1698,62.8
남,31,1733,65.5
남,26,1703,67.8
남,21,1773,69.3
남,42,1721,59.8
남,25,1733,77
남,52,1620,68.8
남,39,1796,92.7
남,26,1730,82.6
남,34,1825,87.6
남,30,1697,62.5
남,30,1717,59.7
남,32,1664,65.2
남,42,1678,63.5
남,31,1644,64.5
남,28,1824,80
남,36,1675,84.1
남,34,1674,67.3
남,32,1769,90
남,31,1713,76.4
남,44,1685,75.7
남,37,1730,67.4
남,50,1606,67.1
남,49,1671,59.4
남,41,1770,76.3
남,25,1820,75.9
남,19,1620,63
남,33,1710,73.1
남,29,1765,100.5
남,32,1717,71.6
남,37,1644,79
남,36,1853,110.8
남,34,1736,74.5
남,30,1750,70.4
남,41,1725,81
남,26,1800,70
남,49,1541,59.7
남,25,1749,75.3
남,25,1770,73.9
남,40,1640,61.7
남,36,1745,83.6
남,36,1775,83
남,35,1748,67.4
남,51,1710,75.2
남,42,1802,96.4
남,35,1691,57.4
남,33,1660,83.3
남,41,1691,66.6
남,31,1875,80.4
남,29,1706,64
남,32,1775,102.5
남,26,1861,82.2
남,38,1597,72.9
남,45,1685,64.1
남,29,1817,102.6
남,29,1775,86.9
남,40,1837,88.3
남,27,1786,82.7
남,58,1676,71.5
남,46,1720,98.3
남,40,1707,74.2
남,32,1756,81.5
남,32,1768,89
남,32,1670,68.4
남,45,1674,84.9
남,45,1773,85.1
남,31,1740,73.7
남,40,1694,79.8
남,66,1683,75.5
남,63,1702,84.9
남,53,1635,64.5
남,60,1748,75.7
남,55,1675,83.3
남,57,1651,56.4
남,58,1723,73.5
남,58,1634,66.2
남,57,1710,68.1
남,68,1593,59.4
남,56,1716,63.1
남,60,1682,78.6
남,32,1733,65.3
남,66,1707,79.3
남,61,1757,70.3
남,33,1780,74.8
남,32,1740,73.1
남,48,1697,72.6
남,68,1582,52.5
남,63,1674,62.2
남,65,1685,73.4
남,44,1657,60.1
남,46,1770,71
남,48,1799,87.8
남,62,1687,77
남,47,1713,71.7
남,44,1733,64.2
남,27,1782,70.3
남,54,1716,72.7
남,48,1796,91
남,46,1693,65.8
남,67,1750,80.5
남,64,1560,58.1
여,29,1628,57.8
여,36,1663,58.7
여,29,1670,41.3
여,27,1610,69.9
여,45,1710,51.8
여,31,1604,44.1
여,26,1689,65.1
여,27,1614,49.3
여,25,1570,54.8
여,30,1597,46.7
여,27,1647,73.1
여,29,1596,56.5
여,28,1600,49
여,33,1631,52.7
여,33,1670,64.7
여,34,1620,56.7
여,34,1530,50.4
여,36,1616,63.5
남,36,1794,80
남,37,1691,81.9
남,39,1773,75.2
남,38,1758,71.3
남,36,1759,79.9
여,29,1556,56.8
남,34,1693,78.2
남,32,1712,90.1
남,35,1876,86.4
남,30,1755,79.7
남,31,1837,82.9
남,34,1720,70.1
남,31,1751,88
남,38,1764,80.4
남,40,1727,80.6
남,34,1675,71.3
남,34,1768,81.3
남,36,1734,91.6
남,33,1757,65.1
남,36,1657,58.4
남,35,1704,66.2
남,30,1670,55.2
남,31,1682,69.3
남,31,1777,92.5
남,31,1727,96.1
남,31,1728,78.6
남,30,1695,76.9
남,37,1786,83.4
남,37,1773,100.7
남,27,1686,72.5
남,39,1813,75.7
남,29,1640,80.8
남,30,1706,72.3
남,34,1708,65.9
남,34,1785,89.9
남,27,1685,85.6
남,35,1735,77.5
남,36,1655,68.1
남,32,1758,70.5
남,33,1745,103.5
남,37,1722,80.3
남,37,1754,106.3
남,31,1795,103.7
남,32,1714,83.4
남,29,1830,97.9
여,25,1640,58.1
여,33,1604,53.7
여,34,1510,47.9
여,27,1541,49.1
여,25,1665,58.5
여,33,1570,51.3
여,33,1567,46.3
여,34,1645,73.8
여,30,1563,56.4
남,19,1681,64
여,26,1638,47.6
여,33,1562,58.3
여,30,1664,63.6
여,34,1606,57.8
여,31,1594,61.3
여,30,1685,62.3
남,19,1657,66.1
여,28,1592,50.4
여,33,1685,51.9
여,30,1584,53.5
여,30,1710,62
여,34,1672,84.6
여,33,1588,49.3
여,29,1613,50.3
여,30,1620,53.1
여,31,1563,56.1
여,32,1574,46.3
여,30,1585,60.4
여,32,1625,65.5
여,31,1558,56.6
여,30,1620,52
여,25,1629,54.8
여,28,1631,58.1
여,28,1560,50.5
여,26,1650,54.8
여,28,1635,58.1
여,29,1635,54
여,26,1655,58
여,26,1634,64.8
여,31,1523,45.7
여,32,1650,56.6
여,33,1614,60
여,30,1604,62.3
여,34,1611,50.2
여,31,1600,52
여,32,1558,52.6
여,35,1607,56.4
여,33,1690,68.3
여,34,1621,51.5
여,34,1634,50.4
여,31,1645,66.6
여,30,1617,58.9
여,32,1620,48.9
여,30,1705,60.2
여,27,1580,47.9
여,29,1539,52.6
여,33,1545,48.6
여,28,1670,55.6
여,31,1628,45.5
여,34,1515,53.5
여,31,1608,71.3
여,28,1594,63.3
여,33,1570,50.3
여,33,1525,48.1
여,30,1507,60.2
여,34,1493,57
여,26,1612,47.1
여,28,1667,50.6
여,29,1571,47.3
여,29,1715,62.8
여,26,1615,59.9
여,29,1594,45.7
여,27,1660,63.2
여,29,1630,53.8
여,32,1677,62.7
여,29,1590,48
여,33,1600,56
여,28,1570,46.4
여,27,1654,84.2
여,34,1580,58.5
여,25,1632,46.8
여,27,1601,49.4
여,25,1598,56.8
여,26,1603,79.6
여,29,1651,60.6
여,33,1579,55.3
여,34,1690,59.7
여,34,1723,60.4
여,32,1708,90.2
여,33,1681,75.5
여,33,1640,81.3
여,33,1688,56.8
여,26,1662,50
여,29,1629,46.8
여,26,1551,39.6
여,27,1520,40.5
여,28,1678,66.8
여,28,1574,54
여,29,1650,69.6
여,34,1717,83
여,29,1531,48.5
여,29,1655,51.6
여,33,1548,49.9
여,26,1543,53.7
여,25,1608,58
여,28,1598,43.7
여,33,1601,51.1
여,26,1590,48.2
남,36,1751,68
남,19,1724,64.2
남,19,1814,89.7
남,19,1720,60
남,19,1696,69.8
남,19,1682,61.5
남,37,1749,68
남,36,1770,74.2
남,36,1805,74.8
남,38,1700,79.6
남,35,1779,80.4
남,38,1736,63.5
남,39,1714,63.2
남,38,1728,79.2
남,36,1672,76.2
남,38,1732,78.7
남,38,1633,62.5
남,38,1682,71.5
남,38,1729,81.6
남,38,1695,76.6
남,36,1687,62.6
남,38,1665,58.1
남,35,1774,88
남,37,1675,74.8
남,37,1702,71.9
남,34,1785,70.9
남,36,1709,69.7
남,39,1780,77.8
남,38,1750,80.1
남,39,1805,94.3
남,35,1682,69.8
남,38,1675,73.6
남,38,1780,85.4
남,38,1785,84
남,37,1725,75.9
남,36,1690,79.3
남,40,1800,83.1
남,36,1793,60.4
남,32,1814,90.7
남,36,1804,81.1
남,37,1683,76.3
남,38,1713,78
남,35,1673,66
남,35,1755,73.6
남,35,1705,59.5
남,38,1753,85.4
남,40,1671,74.9
남,34,1667,67.3
남,35,1665,80.9
남,35,1749,69.6
남,35,1682,71.5
남,39,1760,92
남,37,1766,77.1
남,38,1700,75.4
남,39,1673,85.4
남,39,1701,78.1
남,37,1691,76.9
남,35,1699,70.7
남,38,1750,83.8
남,68,1678,69.8
남,46,1746,115.4
남,51,1726,77.5
남,23,1664,80.8
남,34,1694,80.2
남,42,1699,75.6
남,48,1674,75.2
남,33,1794,84.5
남,29,1800,76.1
남,31,1761,71.9
남,43,1739,86.8
남,23,1703,62
남,50,1766,80.6
남,45,1653,74.5
남,25,1756,87.7
남,25,1683,71.7
남,25,1627,73.6
남,19,1580,52.9
남,23,1650,62.5
남,19,1776,63.3
남,19,1730,57.7
남,19,1673,55.8
남,19,1770,61.6
남,24,1830,129.7
남,24,1656,84.6
남,24,1718,68.7
남,24,1758,93.7
남,23,1683,59.6
남,25,1745,68.9
남,49,1748,80.2
남,18,1680,78.6
남,26,1694,69.1
남,24,1647,74.6
남,24,1769,64.9
남,19,1548,53.3
남,22,1760,60.6
남,22,1605,62.9
남,33,1629,75.2
남,48,1714,93.5
남,46,1613,62.8
남,48,1716,61.7
남,19,1885,139.2
남,24,1695,73.3
남,29,1688,57.4
남,21,1625,68.6
남,47,1825,89.2
남,17,1627,59.4
남,50,1720,75.7
남,54,1715,84.9
남,47,1737,101
남,16,1684,60.7
남,17,1688,56.8
남,17,1729,73.5
남,17,1741,68.3
남,16,1710,56
남,54,1643,70.7
남,17,1650,59.1
남,48,1759,77.8
남,18,1684,56
남,19,1685,87
남,18,1665,52.4
남,18,1660,61.7
남,19,1730,53.4
남,18,1761,62.4
남,18,1736,87.6
남,19,1740,71.8
남,18,1684,75.2
남,17,1625,47
남,18,1675,97.2
남,18,1704,56.9
남,18,1721,59.4
남,18,1817,62
남,18,1714,63.8
남,18,1795,66.3
남,19,1711,51.8
남,18,1672,52.7
남,18,1742,64.1
남,19,1640,60.8
남,18,1760,61.4
남,18,1663,64.4
남,19,1721,82.2
남,18,1629,50.5
남,17,1768,62.1
남,18,1702,71.1
남,55,1740,84.3
남,19,1783,66.8
남,19,1831,67.8
남,18,1777,52.8
남,18,1780,60.8
남,18,1786,70.8
남,18,1709,75
남,17,1716,112.5
남,18,1717,68.5
남,17,1746,70
남,17,1755,71.6
남,17,1695,57.1
남,18,1683,53.3
남,17,1646,59.9
남,17,1751,92.9
남,17,1767,64.8
남,17,1688,73.5
남,17,1754,61.4
남,16,1686,65.1
남,16,1739,55.6
남,17,1685,47.8
남,17,1743,63.1
남,17,1697,50.6
남,17,1694,70.1
남,17,1799,63
남,16,1652,58.5
남,16,1741,52.5
남,20,1827,97.1
남,17,1723,75.1
남,18,1694,65.8
남,18,1649,63.4
남,18,1775,75.2
남,17,1751,58.4
남,18,1782,60.5
남,17,1742,60
남,17,1711,93.8
남,17,1679,69.4
남,17,1665,68
남,16,1700,56.9
남,16,1680,61.1
남,16,1655,60.3
남,16,1695,55.6
남,17,1757,63.7
남,18,1651,61.2
남,18,1704,60.9
남,18,1686,69.1
남,18,1760,53.4
남,18,1750,74.7
남,18,1778,83.2
남,17,1752,61.4
남,18,1716,56.2
남,18,1769,58.8
남,17,1663,49.5
남,18,1757,81.7
남,18,1711,59.5
남,18,1726,58.9
남,17,1724,75.3
남,18,1772,70.8
남,17,1728,65.1
남,16,1675,59.4
남,17,1726,80.7
남,18,1674,52.9
남,18,1734,69.5
남,18,1774,84
남,17,1624,77.1
남,16,1669,82.2
남,16,1778,76.1
남,53,1675,59.5
남,16,1576,53.2
남,17,1753,68.7
남,17,1733,75.7
남,17,1787,76.7
남,17,1770,77
남,16,1704,74.3
남,16,1731,71.2
남,16,1661,65.6
남,16,1662,57
남,17,1701,60.3
남,17,1835,77.5
남,17,1821,76.4
남,17,1732,65.4
남,17,1711,56.4
남,16,1651,51.4
남,16,1739,60.7
남,17,1698,71.4
남,16,1666,53.7
남,16,1672,57.4
남,16,1813,62.3
남,16,1633,58.7
남,16,1713,54.7
남,16,1726,65.7
남,16,1704,62.7
남,16,1622,49.6
남,16,1675,77.9
남,16,1674,52.7
남,17,1766,68
남,17,1766,67.2
남,17,1815,62.8
남,17,1782,69.6
남,17,1726,62.3
남,17,1737,70.6
남,16,1756,87.9
남,19,1645,64.5
남,17,1691,65.1
남,18,1664,75.3
남,18,1725,56
남,18,1619,68
남,18,1745,74.5
남,17,1746,103.1
남,18,1706,58.1
남,18,1791,63.8
남,18,1729,72.2
남,17,1728,58.6
남,19,1760,66.4
남,17,1624,51.6
남,18,1688,57
남,18,1703,61.5
남,18,1791,64.9
남,17,1794,51.5
남,17,1617,58.6
남,18,1725,65.4
남,18,1723,67.1
남,16,1754,64.6
남,16,1748,62.1
남,16,1738,52.2
남,16,1788,63.2
남,19,1783,57.1
남,16,1665,71.4
남,16,1799,64.4
남,16,1641,51.6
남,16,1744,63.1
남,16,1723,76.8
남,16,1705,60.7
남,27,1691,79.5
남,40,1828,84.6
남,42,1698,67.4
남,45,1729,78.6
남,63,1663,63.3
남,43,1533,51.1
남,45,1628,73.8
남,54,1683,67.2
남,50,1705,90.4
남,54,1684,80.3
남,54,1683,71.3
남,53,1684,64.8
남,55,1721,72.7
남,59,1670,70.3
남,64,1643,62.5
남,61,1616,67.6
남,41,1680,75.8
남,41,1708,75.3
남,19,1746,73.1
남,49,1680,67
남,40,1696,70.3
남,47,1688,69.4
남,53,1705,77.2
남,53,1690,71.9
남,53,1730,79.2
남,44,1663,62
남,53,1779,80.1
남,52,1713,65.1
남,42,1789,77
남,45,1629,53.1
남,41,1693,72.6
남,45,1624,59.5
남,42,1734,87.9
남,45,1729,74.5
남,54,1695,68.4
남,54,1724,86.4
남,56,1753,74.6
남,20,1783,73.8
남,56,1706,71.3
남,24,1730,61.1
남,56,1695,60.4
남,48,1719,77
남,37,1733,94.8
남,19,1833,65.3
남,38,1624,55.1
남,56,1636,67.3
남,51,1624,66.8
남,20,1756,58.3
남,67,1656,74.6
남,53,1723,61.5
남,34,1678,92.1
남,48,1633,68.2
남,33,1770,83.3
남,28,1671,99
남,37,1758,60.8
남,24,1861,95.4
남,36,1753,75.4
남,27,1703,73.4
남,45,1682,75.9
남,36,1689,82.4
남,38,1790,90.4
남,43,1743,88
남,50,1671,68
남,23,1747,81.8
남,23,1831,91.9
남,26,1717,71.2
남,63,1668,69.1
남,69,1608,75.7
남,19,1695,66
남,68,1658,71.2
남,62,1681,67
남,20,1735,58.1
남,56,1643,67
남,19,1794,64.3
남,19,1737,64.1
남,36,1719,83.4
남,41,1698,72.6
남,46,1615,72.2
남,42,1758,88.8
남,25,1686,57.2
남,42,1737,82.7
남,47,1771,103.2
남,49,1745,69.5
남,48,1656,65.1
남,66,1634,74
남,44,1658,52.1
남,60,1605,65.2
남,52,1693,62.6
남,31,1825,78.5
남,57,1616,67.2
남,36,1648,83.1
남,43,1719,76.4
남,53,1658,67.1
남,48,1658,75.8
남,59,1799,86.9
남,40,1699,76.4
남,44,1700,74.9
남,51,1603,78
남,48,1696,69.7
남,59,1638,59.4
남,39,1637,71.2
남,56,1669,61.7
남,43,1711,59.5
남,20,1827,97.1
남,20,1665,57.1
남,20,1827,74.1
남,20,1696,60.4
남,38,1633,64.8
남,44,1738,78
남,45,1709,76.6
남,60,1594,75.4
남,65,1713,65
남,44,1631,56.6
남,44,1647,64.7
남,44,1698,79.9
남,17,1783,71
남,19,1780,86.7
남,44,1671,96.2
남,31,1676,67.2
남,47,1676,68.2
남,38,1806,80.3
남,63,1673,69.8
남,29,1755,82.7
남,36,1723,79.3
남,40,1661,62.7
남,41,1760,90.1
남,64,1671,82.4
남,63,1682,78
남,32,1672,63.3
남,41,1700,79.6
남,52,1707,62.5
남,60,1693,64.3
남,35,1630,56.5
남,37,1713,68.5
남,61,1623,63.3
남,50,1754,79.7
남,63,1586,62.8
남,30,1845,80.4
남,66,1653,70.3
남,36,1719,76.2
남,49,1645,56.5
남,67,1706,86.9
남,64,1585,65.2
남,60,1590,56.3
남,64,1664,84.6
남,55,1695,78.2
남,59,1695,68.9
남,55,1729,69.6
남,24,1824,82.6
남,32,1761,88.4
남,41,1671,57.8
남,69,1584,72.3
남,57,1540,56.2
남,38,1682,83.1
남,54,1705,73.9
남,65,1576,62
남,22,1712,64
남,22,1738,72.6
남,19,1704,60.6
남,22,1670,66.2
남,51,1713,84.2
남,24,1715,71.9
남,39,1694,59.1
남,24,1825,92
남,22,1780,73.9
남,47,1680,87.7
남,44,1721,59.9
남,19,1710,57
남,19,1658,49.5
남,19,1860,77.9
남,19,1767,62.4
남,37,1768,58
남,67,1677,62.7
남,30,1668,78.8
남,30,1734,96.2
남,66,1650,61.9
남,58,1624,64.4
남,67,1743,74.7
남,69,1612,69.9
남,67,1625,55.6
남,19,1748,64.3
남,22,1827,75.4
남,36,1689,63
남,64,1643,56.4
남,66,1632,60.4
남,69,1672,66.3
남,61,1576,65.9
남,23,1793,74.9
남,22,1795,75.5
남,37,1633,57.7
남,58,1640,68.8
남,46,1593,79.6
남,57,1623,67.9
남,23,1785,90.4
남,23,1688,70.2
남,23,1718,70.5
남,53,1582,63.9
남,25,1714,72
남,18,1753,65.6
남,23,1793,75.9
남,35,1858,106.1
남,35,1833,91.9
남,21,1724,61.3
남,23,1690,68.6
남,23,1754,92.3
남,25,1755,73
남,44,1637,61.9
남,36,1673,62.7
남,45,1626,63.2
남,18,1725,60.5
남,18,1680,51.8
남,18,1756,65.2
남,19,1610,69.6
남,18,1733,56.8
남,23,1815,60.4
남,35,1714,77
남,61,1793,89
남,27,1868,112.7
남,23,1725,78.7
남,41,1784,75.6
남,60,1629,65.4
